Genes,Interactors,Norm_Symbol
NFKB1,"['NOTCH1', 'PSMD10', 'TNIP1', 'KAT5', 'RUVBL2', 'IKBKB', 'PPARG', 'RELA', 'CTNNB1', 'NFKB1', 'REL', 'HDAC5', 'PARP1', 'HIF1AN', 'HMGA2', 'SP1', 'BTRC', 'MAP3K8', 'NFKBIE', 'NFKBIB', 'TRIP4', 'ELF3', 'TNIP2', 'CHUK', 'ECSIT', 'MXD3', 'STAT6', 'EP300', 'LYL1', 'SF1', 'ABCC2', 'DPF2', 'ITGB3BP', 'NCOA1', 'NR3C1', 'CHEK2', 'TAB2', 'RELB', 'HDAC3', 'BCL3', 'IKBKG', 'STAT3', 'NFKB2', 'COPS5', 'TSC22D3', 'AURKA', 'FBXW11', 'NFKBIZ', 'SPAG9', 'HDAC1', 'COPB2', 'NFKBIA', 'RPS3', 'ELF1', 'DPF3', 'MEN1', 'KLF5', 'RNF123']",NFKB1
PIK3C2A,"['PICALM', 'STAMBP']",PIK3C2A
ELK1,"['MAPK3', 'SRF', 'MAPK8', 'MAPK1', 'MAPK9', 'UBE2I', 'FBXO25', 'MAD2L2', 'EP300']",ELK1
DNAJB6,"['KRT18', 'BRMS1', 'STIP1', 'HDAC4', 'STUB1', 'TRIM25', 'FKBP5', 'BAG1', 'HSPA8', 'MLF2', 'BAG4', 'BAG3', 'BAG2']",DNAJB6
IRF6,['IRF8'],IRF6
HID1,['INPPL1'],HID1
ZNF503,['DCAF7'],ZNF503
CDC34,"['SKP2', 'CDC34', 'UBA1', 'BTRC', 'CUL1', 'HINT1', 'CSNK2B', 'FBXO7', 'CDK9', 'RAD21', 'PPARG', 'ATF5', 'UBC', 'RBX1', 'MCM7', 'RNF7', 'CDKN1B', 'FBXW11']",CDC34
PLAU,"['PLAUR', 'SERPINE2', 'SERPINA5']",PLAU
GADD45B,"['MAP2K7', 'MAP3K5', 'GADD45GIP1', 'MAP3K4']",GADD45B
E2F5,"['TFDP1', 'RBL2']",E2F5
MAPRE3,"['LMO2', 'APPL2', 'AURKA', 'MAPRE2', 'SIAH1', 'MAPRE1', 'AURKB']",MAPRE3
RHBDF2,['STUB1'],RHBDF2
DVL1,"['WWOX', 'CSNK2A1', 'DVL2', 'NKD2', 'EPS8', 'AXIN1', 'CTNNB1', 'DVL3', 'LRRK2', 'HECW1']",DVL1
EVA1A,['ATG16L1'],EVA1A
CRYGC,"['CRYAB', 'CRYAA', 'CRYGC', 'CRYBB2']",CRYGC
C1S,['C1R'],C1S
SF3A1,"['SART1', 'SF3A2', 'MCM6', 'PLRG1', 'SF3A3', 'XAB2', 'SF3B4', 'PRPF8', 'SNRPD1', 'RBM10', 'WWOX', 'SF3B3', 'SF3B1', 'MCM4', 'PPP4R2', 'TCERG1', 'HSPA8', 'CDC5L', 'HNRNPR', 'PRPF19', 'SNRPB2', 'PRPF40A', 'SNRPA1']",SF3A1
BANK1,['LYN'],BANK1
PLK2,['SNCA'],PLK2
SUDS3,"['SIN3B', 'HCFC1', 'BRMS1', 'HDAC2', 'SUDS3', 'HDAC1', 'CUL4B', 'USP17L2', 'SIN3A', 'ING2']",SUDS3
PA2G4,"['FUS', 'NCL', 'HMGA2', 'RB1', 'STUB1', 'AR', 'RPL15', 'YBX1', 'MDM2', 'ERBB3', 'HSPA4', 'HMGA1', 'RNF20', 'SIN3A', 'NPM1', 'RPL18', 'RPL4']",PA2G4
C15orf59,['PPP1CC'],C15orf59
ASH1L,['HIST1H3A'],ASH1L
NCOA5,"['HTATIP2', 'NCOA5']",NCOA5
TAF12,"['SUPT3H', 'KAT2B', 'TAF4', 'TBP', 'CCDC101', 'HIST3H3', 'ATXN7L3', 'ATF7', 'ATXN7', 'TAF1C', 'TAF9']",TAF12
TRIM56,['PCBP1'],TRIM56
NUP54,"['NUP62', 'NUPL1']",NUP54
KRT8,"['KRT18', 'GRB2', 'RCHY1', 'PPL', 'MAPK14', 'IKBKG', 'PNN']",KRT8
PACSIN2,"['FASLG', 'PACSIN3', 'PACSIN2', 'PACSIN1']",PACSIN2
SNX8,['FBXW7'],SNX8
TCTN1,"['TMEM231', 'TCTN2']",TCTN1
LRRIQ3,['NCK2'],LRRIQ3
SRPRB,"['UBL4A', 'SRPR', 'RCHY1']",SRPRB
TIMM8A,"['TIMM13', 'STAM']",TIMM8A
RXRA,"['NCOR2', 'THRB', 'NCOA4', 'THRA', 'NPAS2', 'NR1I3', 'NR1I2', 'NR1H3', 'PPARG', 'RELA', 'PSMC5', 'CTNNB1', 'PPARA', 'PML', 'RNF8', 'NR0B2', 'VDR', 'RXRA', 'POU2F1', 'NCOA2', 'TBP', 'SP1', 'NFKBIB', 'GADD45A', 'IGFBP3', 'TRIP4', 'TRIM24', 'TADA3', 'RARA', 'ITGB3BP', 'NCOA1', 'NR1H4', 'PPARGC1A', 'PPARD', 'NCOA6', 'STAT1', 'MED1', 'BCL3', 'NR4A2', 'NRIP1', 'NCOR1', 'MED25', 'RARB', 'NR4A1', 'BRD8', 'NR1H2', 'NCOA3', 'KLF5', 'CLOCK']",RXRA
IRX4,['RARA'],IRX4
STK16,"['RPIA', 'NAGK', 'KCTD17']",STK16
TUBGCP2,"['MZT1', 'MZT2A', 'MZT2B', 'LGALS3BP', 'TUBGCP4', 'TUBG1', 'TUBGCP5', 'NME7', 'TUBGCP6', 'TUBGCP3', 'SOCS6']",TUBGCP2
PSMA8,"['PSMB5', 'PSMB2', 'PSMA6', 'PSMB4', 'PSMC2', 'PSMC3', 'PSMA2', 'PSMB6', 'PSMD2', 'PSMA5', 'PSMA4', 'PSMB3', 'PSMC5', 'PSMA1', 'PSMC1', 'PSMC4', 'PSMB1', 'PSMA3', 'PSMB7']",PSMA8
CDYL2,['PRMT5'],CDYL2
WNK3,"['KLHL3', 'KLHL2']",WNK3
DNAJC19,"['PAM16', 'HSPA9']",DNAJC19
PRPF4,"['TUT1', 'SART1', 'USP15', 'PRPF3', 'PRPF6', 'LSM4', 'LSM8', 'USP39', 'ZGPAT', 'N4BP2L2', 'PRPF8', 'DDX23', 'NHP2L1', 'SNRNP200', 'LSM6', 'EFTUD2', 'PPIH', 'MEPCE', 'SART3', 'SNRNP40', 'PRPF19', 'PRPF31', 'GPKOW', 'CCDC84', 'GPHN', 'PRPF4B']",PRPF4
IFI30,['DAPK1'],IFI30
DNAJB2,"['RHO', 'HSPA4', 'UBC']",DNAJB2
OBSCN,"['ANK1', 'TTN']",OBSCN
FANCE,"['FANCC', 'STRA13', 'FANCG', 'FANCA', 'FANCM', 'HES1', 'C1orf86', 'FANCF', 'APITD1', 'FANCD2']",FANCE
VPS53,"['CCDC132', 'VPS51', 'VPS54', 'VPS52', 'TSSC1']",VPS53
CEBPD,"['SMAD4', 'SMAD3', 'HDAC3', 'HDAC1', 'IPO4', 'FBXW7', 'FANCD2']",CEBPD
GALNT2,['NOD2'],GALNT2
MYO16,['NCKAP1'],MYO16
NUP205,"['CLN3', 'NXF1']",NUP205
LCAT,"['APOA1', 'A2M']",LCAT
ARMC7,"['IKZF3', 'CPSF6', 'SPERT', 'RBM48']",ARMC7
SPATA5,"['CINP', 'SPATA5L1']",SPATA5
ND4,"['ECSIT', 'NDUFS6']",ND4
HYPK,"['CALM1', 'EEF1A1', 'HSPA1A', 'HSPA8', 'VIM', 'LMNB2', 'NAA15', 'NAA16', 'HTT', 'MLF2']",HYPK
CD22,"['LYN', 'GRB2', 'PTPN6']",CD22
SON,"['YWHAG', 'SRPK2']",SON
MIP,['CALM1'],MIP
ATHL1,['PAXIP1'],ATHL1
USPL1,"['ELL', 'SUMO2', 'ICE1', 'COIL', 'SUMO3', 'SUMO1']",USPL1
PTGDR,"['PTGDS', 'ANKRD13C']",PTGDR
RIPK3,"['BIRC3', 'BIRC2', 'DAXX', 'FADD', 'RIPK1']",RIPK3
MAP1LC3C,"['WDR81', 'TAX1BP1', 'CALCOCO2', 'WDFY3']",MAP1LC3C
ZRANB1,"['TWIST1', 'SLMAP', 'CTTNBP2NL', 'CTTNBP2', 'STRN3', 'HECTD1', 'APC', 'STRN', 'STRN4', 'STRIP1', 'EZH2', 'UBC', 'TRAF6']",ZRANB1
ACVR1B,"['NEDD4L', 'FKBP1A', 'SMAD7', 'ACVR2A', 'ACVR1', 'SMURF1', 'ACVR2B', 'TDGF1']",ACVR1B
PDE3A,['YWHAQ'],PDE3A
TRIP6,"['NEDD9', 'VCL', 'AQP1', 'ATN1', 'LPAR2', 'EXOC3-AS1', 'GATA1', 'PTPN21', 'HOXA9', 'CATSPER1', 'BCAR1', 'NCK2', 'PRKAA2']",TRIP6
RCC1,"['KPNA4', 'RAN', 'XPO1', 'FOXA1', 'UBE2I', 'RANBP1', 'RANBP3', 'KPNB1', 'KPNA3']",RCC1
RAF1,"['RB1', 'SHOC2', 'MAP2K2', 'HSPA4', 'BCL2', 'YWHAB', 'FYN', 'RRAS2', 'MAP3K1', 'RAP1A', 'YWHAG', 'SFN', 'XIAP', 'YWHAE', 'MAPK7', 'CDC25A', 'STK3', 'STUB1', 'MAPK8IP3', 'BCL2L1', 'GRB10', 'RBL2', 'CFLAR', 'YWHAH', 'AKT1', 'RAF1', 'RRAS', 'SGK1', 'HRAS', 'KRAS', 'HSPA5', 'SRC', 'BRAF', 'ILK', 'EGFR', 'MAP2K1', 'PAK1', 'RANBP9', 'HSP90AA1', 'HSPA8', 'TSC22D3', 'MRAS', 'BAD', 'MAPK3', 'MAP3K5', 'CDC37', 'PEBP4', 'CALU', 'RHEB', 'PRKCZ', 'EEF1A1', 'YWHAZ', 'IRS4', 'MAPK1', 'PHB', 'PEBP1', 'MYC', 'BAG1', 'YWHAQ']",RAF1
BUD31,"['PRPF19', 'PPIE']",BUD31
N6AMT2,['NDN'],N6AMT2
NDRG4,"['AGTRAP', 'CMTM5', 'RABAC1']",NDRG4
HAUS4,"['PCM1', 'HAUS2', 'CEP162', 'HAUS6']",HAUS4
MED16,"['MED23', 'MED14', 'THRA', 'MED12', 'MED9', 'FBXW7', 'MED8', 'CDK19', 'VDR', 'CDK8', 'MED13', 'MED15', 'MED28', 'MED21', 'MED29', 'MED10', 'MED1', 'MED24', 'MED11', 'ESR1', 'MED4', 'MED19', 'MED18']",MED16
TMEM173,"['TRAF3', 'RNF26', 'SURF4', 'MBOAT7', 'TRIM32', 'TBK1', 'MAVS', 'MUL1', 'IRF3', 'IRAK1', 'DDOST', 'SGPL1', 'LTN1', 'CCDC47', 'STT3A', 'USP20', 'IFI16']",TMEM173
NID1,"['NID1', 'FBLN1']",NID1
CBLB,"['CRKL', 'EGFR', 'GRB2', 'CD2AP', 'UBE2D2', 'CRK', 'GORASP2', 'SP7', 'NEDD4', 'NTRK1', 'ZAP70', 'PIK3R1', 'CBL', 'VAV1', 'DDR2', 'SH3KBP1', 'UBC', 'CBLB', 'SYK', 'NCK2']",CBLB
WDR1,"['HSPE1', 'ADSS', 'BAG3']",WDR1
VTI1A,"['VAMP4', 'VAMP8', 'STX7']",VTI1A
KIN,"['RPA1', 'METTL22']",KIN
ATF1,"['BRCA1', 'CSNK2A1']",ATF1
CRIPAK,['PAK1'],CRIPAK
EXOC5,"['EXOC6B', 'EXOC6', 'EXOC1', 'EXOC2', 'EXOC7', 'ARF6', 'EXOC8', 'EXOC3', 'EXOC4']",EXOC5
NME1,"['MIF', 'ITGB1', 'TERF1', 'NME4', 'AURKA', 'NME3', 'PRUNE', 'NME2', 'SOD1', 'NME1', 'FBXO24', 'POLR1C']",NME1
RGS5,"['GNAO1', 'GNAI3', 'GNAI2']",RGS5
IRF1,"['TRAF3', 'TRIM28', 'KAT2B', 'BIRC3', 'IRF8', 'STUB1', 'IRF9', 'YBX1', 'KEAP1', 'SPI1', 'STAT1', 'MDM2', 'NPM1', 'EP300']",IRF1
OVOL1,['HDAC1'],OVOL1
TRIM31,"['NLRP3', 'MAGEA1', 'UBE2D2', 'NSMCE4A', 'UBE2D3', 'UBE2D1']",TRIM31
TMED5,['PRMT6'],TMED5
EIF3F,"['HNRNPK', 'NOTCH1', 'EIF3L', 'CDK11A', 'CLU', 'EIF3K', 'EIF3C', 'EIF4E2', 'MAEL', 'DTX1', 'PRRC2B', 'EIF3H', 'EIF3E', 'EIF3D', 'MSH4', 'EIF3A', 'MTOR', 'EIF3B', 'EIF3M', 'EIF3CL', 'UBE2A', 'RPS6KB1', 'EIF3G', 'EIF3I', 'FBXO32']",EIF3F
COL7A1,"['FN1', 'LAMA5']",COL7A1
LCE3A,['HSPB1'],LCE3A
FOXR2,"['TRRAP', 'MAX', 'ARNT', 'MYC', 'EP400']",FOXR2
HOXA11,['YY1'],HOXA11
KLF3,"['FHL3', 'CTBP1', 'CTBP2']",KLF3
KCTD3,"['CUL3', 'ARIH1', 'PTPN3']",KCTD3
CECR5,['PDK3'],CECR5
THUMPD3,"['TRMT112', 'THUMPD1']",THUMPD3
POLH,"['UBE2B', 'USP7', 'RCHY1', 'PALB2', 'PCNA', 'TRAIP', 'BRCA2', 'RAD18', 'POLI', 'POLD2', 'REV1', 'UBC', 'HSP90AA1', 'MLH1', 'SPRTN', 'FANCD2']",POLH
ERP44,"['ERO1LB', 'ERO1L']",ERP44
CCDC112,['TEX9'],CCDC112
ATAD2,"['E2F1', 'ESR1', 'E2F4', 'MYC', 'E2F3']",ATAD2
KLHDC2,"['CUL5', 'CUL2', 'TCEB1', 'ARIH1', 'VIMP', 'TCEB2']",KLHDC2
EZR,"['ICAM2', 'PALLD', 'CFTR', 'CDH1', 'VCAM1', 'SLC9A3R1', 'S100P', 'ERBB2', 'SLC9A3R2', 'ICAM3', 'SDC2', 'ARHGDIA', 'BRCA1', 'FASLG', 'SOCS2', 'DCC', 'NF2', 'RDX', 'EZR', 'SPN', 'ICAM1', 'PIK3R1', 'FADD', 'L1CAM', 'VPS11', 'MSN']",EZR
ANKRD1,"['TRIM55', 'TRIM63', 'TTN', 'MYPN']",ANKRD1
PATL1,"['PRPF3', 'DDX6']",PATL1
EHMT1,"['DNMT3A', 'CTBP1', 'ZNF462', 'TP53', 'RELA', 'MPHOSPH8', 'HDAC1', 'EHMT2', 'EED', 'HIST1H3A', 'WIZ']",EHMT1
RFWD2,"['PTPN1', 'JUNB', 'CUL4A', 'TCP1', 'YWHAB', 'CCT6A', 'COPS6', 'TRIB3', 'STK40', 'JUND', 'DDB1', 'TP53', 'FOS', 'ETV5', 'UBE2D1', 'COPS8', 'CUL4B', 'CDKN1B', 'RFWD2', 'CCT2', 'UBE2D2', 'DDA1', 'CCT7', 'MVP', 'ETS2', 'TRIB1', 'ETV1', 'RBX1', 'DET1', 'JUN', 'FOSL2', 'TRIB2', 'RB1CC1', 'YWHAZ', 'CCT3', 'ETV4', 'CCT4', 'COPS2']",RFWD2
RPS6,"['RPS24', 'RPS11', 'RPS4X', 'RPL13', 'RPL24', 'RPLP1', 'RPL23', 'RPL21', 'RPS25', 'RPL11', 'RPS28', 'RPS13', 'PTOV1', 'HNRNPU', 'RPL37A', 'RPL10', 'RPL12', 'RPL8', 'RPS19', 'RPL31', 'RPS26', 'RPL6', 'RPS27', 'HDAC6', 'FAU', 'RPL23A', 'RPL36', 'RPS16', 'RPL3', 'RPS14', 'RPS23', 'RPS9', 'RPS10', 'RPS15A', 'RPLP2', 'RPL9', 'RPL27A', 'RPLP0', 'STAU1', 'RPL22', 'VHL', 'RPS7', 'RPS2', 'EIF3B', 'RPL7', 'RPL14', 'RPL18A', 'RPS5', 'RPS8', 'RPS12', 'RPS3A', 'RPL19', 'RPS15', 'HSP90AA1', 'NPM1', 'RPL30', 'RPL18', 'RPS18', 'RPSA', 'NCL', 'RPS20', 'RPL32', 'RPL38', 'HSP90AB1', 'RPL15', 'RPL10A', 'RPS3', 'RPL7A', 'RPS6KB1', 'RPL5', 'RPL17', 'NOP56', 'RPL4']",RPS6
ILKAP,['ILK'],ILKAP
MRPL13,"['ICT1', 'MRPL9', 'MRPL37', 'MRPL50', 'MRPL41', 'MRPL10', 'MRPL47', 'MRPL42', 'MRPL2', 'MRPL39']",MRPL13
PYGL,['FKBP5'],PYGL
ISL1,"['SSBP4', 'LHX4', 'ESR1', 'HNF4A']",ISL1
DMRTB1,"['RBFOX2', 'CTBP1', 'CTBP2']",DMRTB1
CCDC57,"['NUMA1', 'HSFX1']",CCDC57
CALR,"['P4HB', 'HSP90B1', 'HLA-E', 'NKX2-1', 'PRF1', 'PDIA3', 'APP', 'APOB', 'MTNR1A', 'TRIM21', 'TAPBP', 'HSPB1', 'H2AFX', 'TAP1']",CALR
HOMER2,"['UBXN1', 'RYR1', 'RNF41']",HOMER2
NDRG1,"['CDH1', 'BCL2L11', 'APOA1', 'XRCC6', 'NR4A1', 'CANX', 'CTNNB1', 'HSP90AA1', 'GSK3B', 'LDHA']",NDRG1
PAIP1,"['UBR5', 'PABPC1', 'EIF3B', 'WWP2']",PAIP1
PNPLA2,"['CYTH2', 'ABHD5', 'FKBP5', 'GBF1', 'ARFGEF2', 'SERPINF1', 'FAF2']",PNPLA2
PIK3CB,"['GRB2', 'PIK3R3', 'PIK3R2', 'PIK3R1', 'CBL']",PIK3CB
MGMT,"['ESR1', 'HSP90AA1']",MGMT
NR5A1,"['TRERF1', 'ZNF653', 'NRIP1', 'SP1', 'TRAPPC2', 'NR0B1', 'RAD54L2', 'CTNNB1', 'SOX9']",NR5A1
PARVG,"['AES', 'ILK']",PARVG
COQ7,['COQ9'],COQ7
C17orf70,"['FANCC', 'STRA13', 'FANCM', 'FANCA', 'FANCG', 'C1orf86', 'FANCF', 'FANCL', 'FANCB', 'APITD1']",C17orf70
SFTPD,['DMBT1'],SFTPD
EIF2AK4,"['PPP1CA', 'PPP1CC']",EIF2AK4
CALCRL,['RAMP1'],CALCRL
PAWR,"['HSPA5', 'DRD2', 'FBXO45', 'PRKCZ', 'WT1', 'SQSTM1', 'HMG20A', 'THAP1', 'TRIM21', 'DAPK3']",PAWR
BPY2,"['MAP1S', 'UBE3A']",BPY2
SEC24C,"['SEC24D', 'SEC24A', 'HSPA8', 'SEC23A', 'SEC23B']",SEC24C
GRAP2,"['EGFR', 'MAP4K1', 'RBPMS', 'GAREM', 'BLNK', 'LCP2', 'CCNDBP1', 'CSF1R', 'USP8', 'GAB1', 'LAT', 'STAMBP', 'CBL', 'ERBB2', 'CD28', 'GAB2']",GRAP2
HDDC3,['NMI'],HDDC3
SUMO4,['NFKBIA'],SUMO4
RASIP1,['HRAS'],RASIP1
MDH1,"['PGM1', 'TRIM25', 'ESD', 'TP53']",MDH1
OXSR1,"['RELL2', 'ADSL']",OXSR1
SHC1,"['FGFR2', 'CRK', 'SOS1', 'JAK2', 'ERBB2', 'APP', 'EPS8', 'INPPL1', 'ERBB4', 'FGFR1', 'DAG1', 'ABL1', 'S100A8', 'ACTB', 'MYH9', 'NTRK1', 'ZAP70', 'FLT4', 'MAPKAPK2', 'INSR', 'DDR2', 'SHCBP1', 'PTPN12', 'KDR', 'AP2A2', 'IL2RB', 'ERBB3', 'RET', 'EGFR', 'PRKCD', 'PLCG2', 'AP2A1', 'UBASH3B', 'ITGB3', 'PIK3R1', 'IGF1R', 'CBL', 'ARHGEF5', 'GAB1', 'HSPA8', 'DOK1', 'EPHA2', 'IL4R', 'SOS2', 'LRP1', 'GRB2', 'ESR1', 'S100A9', 'IL6ST', 'PLSCR1', 'AP2M1', 'CSF3R', 'CSK', 'GAB2', 'INPP5D']",SHC1
SAP25,['SIN3A'],SAP25
TMEM160,['KBTBD7'],TMEM160
NMNAT1,['SIRT1'],NMNAT1
PRPS2,"['BAG3', 'PRPS1', 'PRPSAP2', 'PRPSAP1']",PRPS2
MBTPS1,"['HDAC1', 'BIRC3']",MBTPS1
ALDH3A1,['FBXL12'],ALDH3A1
PPP4R2,"['PHF5A', 'DHX38', 'SLC4A1AP', 'SF3B4', 'SMEK2', 'SF3B6', 'SF3B3', 'SF3B1', 'SF3B5', 'SF3B2', 'CCDC6', 'SNRPB2', 'SF3A1', 'TIPRL', 'RNGTT', 'PPP4C', 'DDX20', 'GEMIN4', 'SMEK1', 'SNRPA1', 'PPME1']",PPP4R2
MDM2,"['HNRNPK', 'NOTCH1', 'HSP90B1', 'TPT1', 'XBP1', 'RSL1D1', 'CDKN2A', 'PML', 'SUV39H1', 'SFN', 'KAT2B', 'CSNK1D', 'XIAP', 'XPC', 'FKBP1A', 'GADD45A', 'RAD50', 'NOC2L', 'DYRK2', 'AKT1', 'SRC', 'GTF2I', 'RARA', 'CTBP1', 'MDM4', 'AATF', 'RPL22', 'MDC1', 'APEX1', 'IGF1R', 'UBE2I', 'DNAJB1', 'UBC', 'UBTF', 'DHRS2', 'PSMC3', 'PHLDB3', 'EEF1A1', 'NBN', 'LATS2', 'SENP3', 'AURKA', 'UBE2A', 'TRIM27', 'RAD23A', 'RPS3', 'IRF1', 'PKM', 'MRE11A', 'RB1', 'MTBP', 'UBE2K', 'UBE2D3', 'AR', 'UBE2M', 'CUL4A', 'IER3', 'CTBP2', 'RBM38', 'GNL3', 'RPS27L', 'TSG101', 'TRIM28', 'ABL1', 'CCNG1', 'FBXO31', 'ZNF420', 'SMG7', 'UBE2D1', 'SMURF1', 'USP2', 'NAT10', 'SIRT1', 'TP63', 'RPS14', 'EP300', 'PYHIN1', 'NGFR', 'SNAI1', 'GORAB', 'PAK6', 'SIRT6', 'RPS7', 'PSME3', 'RABL6', 'CSNK1A1', 'HIPK2', 'PDE4D', 'RFWD3', 'RPL15', 'RBBP6', 'UBE2E3', 'PSMD10', 'CDH1', 'RPL23', 'TERT', 'CDKN1A', 'BAIAP2L1', 'TP73', 'KAT5', 'PCNA', 'JAK1', 'VCP', 'TTF1', 'DAXX', 'PLK1', 'PBXIP1', 'RCHY1', 'SIVA1', 'BTRC', 'PSMD2', 'TFIP11', 'DDB1', 'TP53', 'XRCC6', 'RPS27A', 'PGAM2', 'IRF2', 'ATM', 'RASSF1', 'USP7', 'WWOX', 'RLIM', 'FOXO3', 'VEGFA', 'CHEK2', 'PIM1', 'PSMD4', 'RASSF5', 'ARRB1', 'MDM2', 'HSP90AA1', 'NME2', 'COPS5', 'NPM1', 'HIF1A', 'RYBP', 'E2F1', 'DHX9', 'HUWE1', 'FKBP3', 'RPS20', 'ESR1', 'FHL2', 'HDAC1', 'PBX1', 'RPL5', 'ADRBK1', 'PA2G4', 'RPL4', 'GNL3L', 'CDKN2AIP', 'UBE4B', 'RPL11', 'HNRNPU', 'BANP', 'UBE2E2', 'RELA', 'DLG4', 'PSMC5', 'SNAI2', 'TRIM13', 'GSK3B', 'CREBBP', 'EID1', 'TBP', 'RPS27', 'TP53I3', 'CASP3', 'ITCH', 'FOXO4', 'DHFR', 'HIST3H3', 'TOP1', 'DDX24', 'RRM2B', 'CUL4B', 'PDLIM7', 'G3BP2', 'RPL26', 'CUL1', 'ATF3', 'YY1', 'UBE2D2', 'NUMB', 'UBE2L3', 'HIST2H2BE', 'PSMA7', 'ARIH2', 'MAGEA2', 'HSPA8', 'TAF1', 'TSC22D3', 'ARRB2', 'FOXO1', 'NCL', 'KPNA6', 'CSNK2A1', 'NEDD4', 'ATF4', 'TCAP', 'DAPK3', 'YWHAQ', 'BTK', 'NR0B2']",MDM2
HMGB1,"['POU5F1', 'TBP', 'XPC', 'TP53', 'HMGB2', 'SSRP1', 'TFAP4', 'CDK1', 'HNF1A']",HMGB1
KPNA3,"['KIF22', 'HNRNPC', 'HSF1', 'RCC1', 'KPNB1', 'MTA1']",KPNA3
KCNAB2,"['KCNA2', 'KCNA5']",KCNAB2
MAVS,"['RARRES3', 'RNF114', 'TRAF6', 'ABL1', 'DDX58', 'TBK1', 'BAG6', 'ITCH', 'IRF3', 'UBE4A', 'DDX3X', 'IFIH1', 'RNF5', 'RIPK2', 'IKBKE', 'CALCOCO2', 'TMEM173', 'WRNIP1', 'IKBKG', 'TRAF5', 'TRAF3', 'TRIM14', 'MAVS', 'OAS3', 'TRAF2', 'TRIM25', 'IRF5', 'PPP6C', 'SMURF2', 'STAT1']",MAVS
FBXL14,"['SNAI1', 'SKP1', 'CUL1', 'COPS6', 'DICER1']",FBXL14
CNTN1,['PTPRB'],CNTN1
PRMT5,"['SSTR1', 'TLE4', 'JAK2', 'CHTOP', 'HIST1H4A', 'TRAF4', 'RELA', 'SMARCA2', 'CDK19', 'COPRS', 'TRIB3', 'RBM23', 'NFE4', 'STUB1', 'WDR5', 'WDR77', 'CDYL2', 'CDK8', 'SUPT5H', 'CUL4B', 'HOXA9', 'SREBF1', 'SNRPD3', 'SNRPD1', 'FBL', 'MBD2', 'GRHL3', 'GAR1', 'MYOD1', 'GTPBP2', 'PRDM1', 'NUDCD2', 'HIST1H3A', 'CLNS1A', 'SMARCA4', 'NCL', 'PRMT5', 'YWHAZ', 'ZNF224', 'RIOK1', 'HIST1H3E', 'HIST4H4', 'SIN3A', 'POLR2A']",PRMT5
SYNJ2,"['ITSN2', 'SYNJ2BP', 'RAC1', 'SH3KBP1']",SYNJ2
INTS5,"['INTS10', 'INTS4', 'VWA9', 'C7orf26', 'PPP2CA', 'INTS9', 'PPP2R1A', 'INTS7']",INTS5
PRKD1,"['YWHAQ', 'AKAP13', 'USP28', 'SPRY2', 'MT2A', 'HDAC5', 'IBTK', 'COPS7A', 'C1QBP', 'PPP1R14A', 'HSPB1', 'ADAP1', 'NOS1', 'BTK', 'JUN']",PRKD1
GBA,"['NUDCD1', 'TCP1', 'SNCA']",GBA
GPHN,"['ARHGEF9', 'PRPF4', 'MTOR', 'DYNLL1']",GPHN
DNAL4,"['FHL5', 'DYNLL2']",DNAL4
RPL35A,"['SH3GL3', 'CNBP']",RPL35A
GTF2A2,"['GTF2A1', 'TBP', 'TBPL1']",GTF2A2
MOB4,"['SIKE1', 'STK25', 'SLMAP', 'CTTNBP2NL', 'STRN3', 'PPP2CA', 'STK3', 'STRN', 'STK26', 'STRN4', 'STK24', 'TRAF3IP3', 'FGFR1OP2', 'PPP2CB', 'PPP2R1A']",MOB4
NUS1,['TCTN2'],NUS1
RNF187,"['PRMT1', 'RNF187', 'JUN']",RNF187
AMOTL1,"['RNF146', 'YAP1', 'LATS2', 'NF2', 'HECW2', 'MPP5', 'AMOT', 'WWP2']",AMOTL1
COPRS,"['PRMT5', 'HIST1H3E']",COPRS
NSL1,"['CBX1', 'MIS12', 'PMF1', 'SPC24', 'ZWINT', 'DSN1', 'SUGT1', 'NDC80', 'BUB1', 'CASC5', 'CBX3', 'NUF2', 'CBX5']",NSL1
POLR2E,"['POLR2H', 'POLR1A', 'POLR3A', 'RUVBL2', 'MED9', 'POLR2C', 'POLR3D', 'URI1', 'GTF2F2', 'POLR3F', 'POLR3H', 'POLR2B', 'UXT', 'PIH1D1', 'SUPT5H', 'SMG1', 'RUVBL1', 'POLR2K', 'POLR2L', 'PPP1CA', 'TAF15', 'GTF2B', 'TTI1', 'POLR1B', 'RPAP3', 'HSP90AA1', 'RECQL5', 'POLR3K', 'POLR1C', 'POLR2J', 'POLR3C', 'RNGTT', 'PPP1CC', 'POLR3E', 'POLR2D', 'POLR3B', 'POLR2I', 'POLR2G', 'POLR2A', 'POLR2F']",POLR2E
DNAJC8,['SF3A2'],DNAJC8
GMPPA,"['GMPPB', 'BTC']",GMPPA
ZNHIT1,"['ACTR6', 'RUVBL2', 'MAPK14', 'YEATS4', 'RUVBL1']",ZNHIT1
