Genes,caudate,cerebral cortex,hippocampus,hypothalamus,Norm_Symbol
MYZAP,1,1,1,0,MYZAP
ZNF426,1,3,1,0,ZNF426
GGCX,2,3,2,0,GGCX
ATG2B,0,0,0,0,ATG2B
SLC22A1,2,2,2,0,SLC22A1
NSFL1C,2,3,0,0,NSFL1C
ATP6V0A2,2,2,2,0,ATP6V0A2
ASCC3,0,0,1,0,ASCC3
RWDD4,2,2,2,0,RWDD4
KRTDAP,2,2,2,0,KRTDAP
PLAC1,1,2,1,0,PLAC1
CCDC71L,3,2,2,0,CCDC71L
TEX37,1,3,3,0,TEX37
CLEC2B,0,0,0,0,CLEC2B
RAB29,0,0,0,0,RAB29
UBN1,2,2,3,0,UBN1
AMOTL1,2,2,1,0,AMOTL1
TRIM26,0,0,0,0,TRIM26
SWT1,2,2,0,0,SWT1
BLM,0,0,0,0,BLM
OPN4,0,0,0,0,OPN4
USP54,1,0,0,0,USP54
DVL3,2,2,0,0,DVL3
NUS1,2,2,2,0,NUS1
PTGES3L-AARSD1,1,0,1,0,PTGES3L-AARSD1
PIP5K1C,1,0,1,0,PIP5K1C
NDUFB8,0,0,0,0,NDUFB8
ADCY3,2,0,0,0,ADCY3
CFAP74,2,2,2,0,CFAP74
JHY,2,2,2,0,JHY
DUSP1,2,1,2,0,DUSP1
U2AF1L5,2,2,2,0,U2AF1L5
CD2,2,2,1,0,CD2
DSCAM,1,2,2,0,DSCAM
JPH2,1,2,1,0,JPH2
LELP1,2,3,2,0,LELP1
C3orf22,2,2,2,0,C3orf22
TCL1A,1,1,1,0,TCL1A
H2BC5,0,0,0,0,H2BC5
IPO5,0,0,0,0,IPO5
MRPL30,0,0,0,0,MRPL30
INKA2,0,0,0,0,INKA2
RAB22A,2,2,2,0,RAB22A
MELTF,3,3,3,0,MELTF
PDCD1LG2,1,1,2,0,PDCD1LG2
CEND1,0,0,0,0,CEND1
SEMA4F,1,2,2,0,SEMA4F
ALDOB,2,2,2,0,ALDOB
FAM47E-STBD1,0,0,0,0,FAM47E-STBD1
RNF4,0,0,0,0,RNF4
MIS18A,0,0,0,0,MIS18A
BUD13,1,3,2,0,BUD13
CTTNBP2,1,2,2,0,CTTNBP2
ZNF593,1,2,2,0,ZNF593
CYLC1,1,1,1,0,CYLC1
FBXO33,2,2,2,0,FBXO33
LYAR,0,0,0,0,LYAR
COQ4,0,0,0,0,COQ4
SLC25A17,0,0,0,0,SLC25A17
SOX4,2,2,0,0,SOX4
B2M,3,3,3,0,B2M
ADGRG6,1,1,0,0,ADGRG6
PSMC4,2,2,2,0,PSMC4
TSC22D2,2,2,2,0,TSC22D2
PSCA,2,2,2,0,PSCA
SLITRK4,2,3,1,0,SLITRK4
SIT1,0,0,0,0,SIT1
CBLC,0,0,0,0,CBLC
TPK1,2,2,2,0,TPK1
SAMSN1,2,3,3,0,SAMSN1
FGF1,1,1,1,0,FGF1
MGAT4D,0,1,1,0,MGAT4D
RPL11,3,3,3,0,RPL11
SCYL3,1,0,1,0,SCYL3
TRIM72,2,1,2,0,TRIM72
STARD13,0,0,0,0,STARD13
SLC22A6,2,2,2,0,SLC22A6
EGR4,2,3,2,0,EGR4
FGD2,2,2,3,0,FGD2
HLA-DOA,0,0,0,0,HLA-DOA
SRPRB,0,3,2,0,SRPRB
SEZ6,1,2,1,0,SEZ6
SH3GL3,0,0,0,0,SH3GL3
NPIPB13,0,0,0,0,NPIPB13
GLG1,1,2,2,0,GLG1
EFHD1,1,3,1,0,EFHD1
POU2F1,1,2,2,0,POU2F1
EFNA5,2,1,2,0,EFNA5
ITGA2,2,3,2,0,ITGA2
CENPT,2,2,2,0,CENPT
WTAP,1,3,1,0,WTAP
ALOX15,1,1,0,0,ALOX15
INTS1,0,0,0,0,INTS1
AARSD1,0,0,2,0,AARSD1
ABLIM1,0,0,0,0,ABLIM1
HECTD1,0,0,0,0,HECTD1
NAA10,2,2,2,0,NAA10
ITGAV,0,0,0,0,ITGAV
MCC,3,2,3,0,MCC
NAPRT,0,0,0,0,NAPRT
AATK,0,0,0,0,AATK
PEX26,3,3,3,0,PEX26
TBC1D25,0,0,0,0,TBC1D25
ILF2,2,1,1,0,ILF2
RNASEL,3,2,0,0,RNASEL
SV2A,0,0,0,0,SV2A
LAMTOR3,3,3,3,0,LAMTOR3
WFS1,0,2,0,0,WFS1
CLRN3,0,2,1,0,CLRN3
AMD1,0,2,0,0,AMD1
PA2G4,2,3,2,0,PA2G4
SCOC,0,0,0,0,SCOC
NAT10,0,0,0,0,NAT10
LPGAT1,2,2,2,0,LPGAT1
RAPSN,0,0,0,0,RAPSN
G6PC,0,0,0,0,G6PC
KLHL36,2,3,0,0,KLHL36
UBASH3B,0,0,0,0,UBASH3B
NDUFV2,0,0,0,0,NDUFV2
PGLYRP1,0,0,0,0,PGLYRP1
MINPP1,0,0,0,0,MINPP1
ADAMTS8,3,3,3,0,ADAMTS8
SELENBP1,0,0,0,0,SELENBP1
TRIM55,3,3,3,0,TRIM55
CYP4F8,2,2,2,0,CYP4F8
PTGS2,3,3,0,0,PTGS2
DCC,0,0,0,0,DCC
MDM2,0,0,0,0,MDM2
KRT7,0,0,0,0,KRT7
AL132780.3,0,0,0,0,AL132780.3
IL2RG,0,0,0,0,IL2RG
TNPO2,2,2,2,0,TNPO2
CAPN9,0,0,0,0,CAPN9
SRSF1,3,3,3,0,SRSF1
PDIA5,2,2,2,0,PDIA5
DHX30,0,0,0,0,DHX30
IFNGR1,1,2,2,0,IFNGR1
TCIRG1,3,3,3,0,TCIRG1
MISP,0,0,0,0,MISP
RUFY3,3,2,3,0,RUFY3
STRAP,0,0,0,0,STRAP
KRTAP11-1,3,3,3,0,KRTAP11-1
OCLN,0,0,0,0,OCLN
ACAD11,3,3,2,0,ACAD11
FUT6,2,2,1,0,FUT6
CSDE1,0,0,0,0,CSDE1
NAPA,1,1,1,0,NAPA
CDK12,0,0,0,0,CDK12
CCAR2,1,2,2,0,CCAR2
FSCN1,2,3,1,0,FSCN1
LHX6,1,2,2,0,LHX6
PRDM4,3,1,3,0,PRDM4
DNER,1,3,2,0,DNER
RBP5,2,3,3,0,RBP5
NRIP2,0,0,0,0,NRIP2
CYP51A1,1,2,2,0,CYP51A1
ZC2HC1C,3,3,2,0,ZC2HC1C
MAPK8IP3,1,3,2,0,MAPK8IP3
ARG1,1,1,0,0,ARG1
BTBD6,0,0,0,0,BTBD6
RGS9BP,0,0,0,0,RGS9BP
CSN1S1,3,3,3,0,CSN1S1
TECR,0,0,0,0,TECR
TMOD3,0,0,0,0,TMOD3
B3GNTL1,0,0,0,0,B3GNTL1
HDAC3,0,0,0,0,HDAC3
TPSG1,0,0,0,0,TPSG1
ETV5,2,2,2,0,ETV5
ESS2,0,0,0,0,ESS2
SEPTIN5,1,0,0,0,SEPTIN5
RASGRF1,1,2,0,0,RASGRF1
ADAM2,0,0,0,0,ADAM2
RNF139,2,2,2,0,RNF139
SAR1A,2,1,2,0,SAR1A
CRYBB2,0,0,0,0,CRYBB2
UGT2A3,0,0,0,0,UGT2A3
H4C2,2,2,1,0,H4C2
PTBP1,2,2,3,0,PTBP1
NPIPA9,2,3,3,0,NPIPA9
EHBP1L1,1,2,1,0,EHBP1L1
CYP4F2,0,0,0,0,CYP4F2
ACKR2,2,2,2,0,ACKR2
UGDH,2,3,2,0,UGDH
CCNE1,2,3,1,0,CCNE1
ANKRD62,1,1,1,0,ANKRD62
DLGAP4,1,2,2,0,DLGAP4
TRIM38,0,1,2,0,TRIM38
TUBA4A,3,3,3,0,TUBA4A
SUMF2,0,1,0,0,SUMF2
MGRN1,0,0,0,0,MGRN1
RHBDD3,2,2,2,0,RHBDD3
ANXA6,3,3,3,0,ANXA6
NPM1,2,1,1,0,NPM1
MFSD2B,0,0,0,0,MFSD2B
ZCCHC24,1,1,1,0,ZCCHC24
UQCC1,0,0,0,0,UQCC1
RABGGTB,2,1,2,0,RABGGTB
UBR3,0,2,0,0,UBR3
PPIL3,0,0,0,0,PPIL3
RGCC,2,2,2,0,RGCC
TMED4,2,3,2,0,TMED4
TPCN1,1,0,0,0,TPCN1
TSTD1,2,2,2,0,TSTD1
ADCY9,0,0,0,0,ADCY9
CES4A,0,0,0,0,CES4A
CLDN7,0,1,0,0,CLDN7
ARHGAP8,0,0,0,0,ARHGAP8
DRC3,0,0,0,0,DRC3
FAM151A,0,0,0,0,FAM151A
CTSZ,1,0,0,0,CTSZ
LAMTOR2,2,2,3,0,LAMTOR2
SLC7A9,0,1,1,0,SLC7A9
OAT,3,3,0,0,OAT
POU6F1,1,2,2,0,POU6F1
NYNRIN,0,0,0,0,NYNRIN
SLITRK3,2,3,3,0,SLITRK3
SULT2A1,0,2,0,0,SULT2A1
FABP9,2,2,1,0,FABP9
STAT1,1,1,1,0,STAT1
MAGT1,2,2,3,0,MAGT1
B9D2,2,2,2,0,B9D2
HSD17B11,2,3,2,0,HSD17B11
BLVRA,3,3,3,0,BLVRA
LDHAL6B,2,3,2,0,LDHAL6B
EIF2B1,3,2,1,0,EIF2B1
NSMCE4A,1,2,1,0,NSMCE4A
DAPK3,1,1,1,0,DAPK3
SLC9A1,2,2,1,0,SLC9A1
TSNAX,0,1,0,0,TSNAX
ERCC6L,0,0,0,0,ERCC6L
MAGEB2,2,2,2,0,MAGEB2
OLA1,0,0,0,0,OLA1
MLLT3,3,3,3,0,MLLT3
BTN1A1,0,0,0,0,BTN1A1
CCR6,0,0,0,0,CCR6
CCDC142,1,0,1,0,CCDC142
CD34,3,3,3,0,CD34
MRE11,3,3,3,0,MRE11
GRID2,0,2,0,0,GRID2
MARC1,0,0,0,0,MARC1
SLC7A14,2,2,2,0,SLC7A14
ATP13A3,3,2,2,0,ATP13A3
HHLA3,1,2,2,0,HHLA3
DDX43,3,3,2,0,DDX43
TTC37,0,0,0,0,TTC37
LRRTM1,1,0,1,0,LRRTM1
PTCD3,2,2,2,0,PTCD3
PTPRZ1,2,1,1,0,PTPRZ1
KIAA1328,0,0,0,0,KIAA1328
MRPS23,1,2,2,0,MRPS23
GLIS3,3,3,3,0,GLIS3
OXR1,2,2,2,0,OXR1
UBOX5,0,0,0,0,UBOX5
MYLK2,3,3,2,0,MYLK2
NCALD,2,2,2,0,NCALD
PAXIP1,1,0,1,0,PAXIP1
GAS2L3,0,0,0,0,GAS2L3
HTATSF1,3,3,3,0,HTATSF1
KIAA1324,1,0,0,0,KIAA1324
RBP4,1,2,1,0,RBP4
TM9SF3,0,0,0,0,TM9SF3
RMDN2,0,0,2,0,RMDN2
FCMR,1,2,1,0,FCMR
PHYKPL,0,0,0,0,PHYKPL
KLK8,2,3,2,0,KLK8
C3orf14,2,3,2,0,C3orf14
LDHC,2,2,2,0,LDHC
TLN2,3,3,3,0,TLN2
CNN3,2,2,2,0,CNN3
ACAN,2,1,1,0,ACAN
ADA2,1,2,2,0,ADA2
TIMM17A,2,1,1,0,TIMM17A
ADPRM,0,0,0,0,ADPRM
SSR4,2,2,1,0,SSR4
PAX8,3,3,3,0,PAX8
STATH,3,3,3,0,STATH
OGFOD2,0,0,0,0,OGFOD2
CAPN3,2,1,0,0,CAPN3
DHRS3,0,0,3,0,DHRS3
SLC39A13,0,0,0,0,SLC39A13
CASP8,0,1,2,0,CASP8
SSX2,1,1,1,0,SSX2
C12orf56,1,1,1,0,C12orf56
LYPD3,2,2,1,0,LYPD3
CLEC11A,0,0,0,0,CLEC11A
PDE8B,2,2,2,0,PDE8B
DLGAP3,0,0,0,0,DLGAP3
CCNDBP1,1,2,0,0,CCNDBP1
BCAP31,0,0,0,0,BCAP31
SP2,0,0,0,0,SP2
RRP1B,0,2,0,0,RRP1B
C1orf116,3,2,3,0,C1orf116
APOBEC3C,0,0,1,0,APOBEC3C
SPDYE1,0,0,0,0,SPDYE1
SPACA4,3,3,3,0,SPACA4
ITGA9,3,3,3,0,ITGA9
TRIM29,0,0,0,0,TRIM29
DENND2D,3,3,3,0,DENND2D
DHRS2,0,0,0,0,DHRS2
S100A3,0,0,0,0,S100A3
EIF3M,1,2,2,0,EIF3M
ANKS1A,2,1,2,0,ANKS1A
FLOT1,0,0,0,0,FLOT1
SBNO2,2,3,3,0,SBNO2
SLC1A5,1,2,1,0,SLC1A5
GJA1,2,2,2,0,GJA1
KLHL20,3,3,3,0,KLHL20
PES1,2,2,2,0,PES1
TNKS1BP1,0,0,0,0,TNKS1BP1
ENO1,0,0,0,0,ENO1
RBMY1F,0,0,0,0,RBMY1F
LIN54,0,0,0,0,LIN54
ELN,0,0,0,0,ELN
PSMD7,0,1,0,0,PSMD7
SLC16A10,2,1,2,0,SLC16A10
ZBTB11,0,0,0,0,ZBTB11
PHC1,1,1,1,0,PHC1
TMOD4,0,1,1,0,TMOD4
SYCE1,0,1,0,0,SYCE1
ATP2A2,0,0,0,0,ATP2A2
ARHGAP42,2,3,2,0,ARHGAP42
C10orf53,0,0,0,0,C10orf53
CAPN2,0,0,0,0,CAPN2
PDLIM3,0,0,0,0,PDLIM3
EDC4,2,2,2,0,EDC4
NR2C2,3,2,3,0,NR2C2
PKN2,0,0,0,0,PKN2
CFAP300,1,2,1,0,CFAP300
TPCN2,2,2,2,0,TPCN2
CA3,0,0,0,0,CA3
LRRC61,2,2,2,0,LRRC61
BCKDHB,0,0,0,0,BCKDHB
TMEM50B,0,0,0,0,TMEM50B
B4GALT3,0,0,0,0,B4GALT3
SP7,0,0,0,0,SP7
CT47A11,2,3,3,0,CT47A11
FOXO4,0,0,0,0,FOXO4
LGALS2,0,0,0,0,LGALS2
ADAM12,0,1,0,0,ADAM12
MYO1E,2,2,1,0,MYO1E
UROS,3,3,3,0,UROS
FANCL,1,1,1,0,FANCL
CCND2,2,2,2,0,CCND2
SSR1,0,0,0,0,SSR1
TTC21A,3,3,2,0,TTC21A
TANC1,1,1,1,0,TANC1
SLAMF8,0,1,0,0,SLAMF8
LAMP2,1,1,1,0,LAMP2
PAFAH1B2,0,0,0,0,PAFAH1B2
LBR,1,2,2,0,LBR
CEP55,1,1,1,0,CEP55
SRFBP1,2,3,1,0,SRFBP1
PHACTR4,0,0,0,0,PHACTR4
PEPD,2,2,2,0,PEPD
COL15A1,3,3,2,0,COL15A1
OSBPL9,2,2,2,0,OSBPL9
RTN2,2,2,3,0,RTN2
ENO4,1,2,2,0,ENO4
RNF180,0,0,0,0,RNF180
RPL36,0,0,0,0,RPL36
KDM4D,0,0,0,0,KDM4D
CHEK2,0,0,0,0,CHEK2
BPI,0,0,0,0,BPI
ARPC3,2,3,3,0,ARPC3
ZXDA,2,2,2,0,ZXDA
CLTRN,0,3,2,0,CLTRN
SALL4,2,2,2,0,SALL4
APLNR,0,1,1,0,APLNR
RNF182,2,2,2,0,RNF182
STAG3,3,3,3,0,STAG3
THAP7,2,3,3,0,THAP7
INHBE,1,2,2,0,INHBE
PCIF1,2,2,2,0,PCIF1
CNN2,0,0,0,0,CNN2
LMBRD2,0,0,0,0,LMBRD2
C1QB,0,0,0,0,C1QB
PCDHB2,1,2,2,0,PCDHB2
ANKRD12,0,0,0,0,ANKRD12
CACNA1F,2,1,1,0,CACNA1F
HLA-DRA,0,0,0,0,HLA-DRA
TLE1,2,2,3,0,TLE1
COMMD3,0,0,0,0,COMMD3
TFF3,3,3,2,0,TFF3
APOLD1,0,0,0,0,APOLD1
STAM2,1,1,1,0,STAM2
KCND1,2,3,3,0,KCND1
TUBGCP5,0,1,2,0,TUBGCP5
ANLN,0,0,0,0,ANLN
PUF60,0,0,0,0,PUF60
TNC,3,2,2,0,TNC
CTRC,0,0,0,0,CTRC
KRT71,0,0,0,0,KRT71
H2BC13,2,1,2,0,H2BC13
AMY1C,2,0,1,0,AMY1C
TMEM94,3,3,3,0,TMEM94
COMT,2,2,2,0,COMT
CACNA1A,2,1,1,0,CACNA1A
NCAM1,1,1,1,0,NCAM1
ZNF19,1,1,1,0,ZNF19
CST1,2,2,2,0,CST1
LRRC57,2,2,1,0,LRRC57
TUBGCP3,1,2,1,0,TUBGCP3
LOXL1,1,1,0,0,LOXL1
CALM1,0,1,0,0,CALM1
SLC35B2,2,2,2,0,SLC35B2
S1PR5,1,1,1,0,S1PR5
AP3B1,2,2,3,0,AP3B1
CLDN11,2,1,2,0,CLDN11
SMG6,2,2,2,0,SMG6
NSMCE1,0,1,0,0,NSMCE1
KCNS3,1,2,2,0,KCNS3
STX11,2,2,0,0,STX11
CARHSP1,2,3,2,0,CARHSP1
SCAF1,0,0,0,0,SCAF1
APPL2,0,2,2,0,APPL2
TRABD2B,0,0,0,0,TRABD2B
PSAP,0,0,0,0,PSAP
TIMM23,1,0,0,0,TIMM23
SH3BGRL3,1,0,0,0,SH3BGRL3
GNAL,2,2,1,0,GNAL
HSD17B4,1,1,1,0,HSD17B4
NADK2,2,1,2,0,NADK2
PRPF19,0,0,0,0,PRPF19
GCA,1,1,1,0,GCA
ZNF383,1,0,1,0,ZNF383
FYB1,2,2,2,0,FYB1
ACADM,3,3,3,0,ACADM
CASP14,0,0,0,0,CASP14
MARCO,3,3,3,0,MARCO
SERPING1,2,3,1,0,SERPING1
DDX41,0,0,0,0,DDX41
KCNE3,0,0,0,0,KCNE3
FXYD2,2,1,1,0,FXYD2
CHRNA7,0,0,0,0,CHRNA7
GPANK1,3,3,3,0,GPANK1
CLTA,0,0,0,0,CLTA
PLXNB1,2,2,3,0,PLXNB1
TRAPPC8,1,1,1,0,TRAPPC8
SPG11,3,2,2,0,SPG11
MLXIP,1,2,2,0,MLXIP
PPP2R3C,2,2,2,0,PPP2R3C
YY2,0,0,0,0,YY2
TIMELESS,0,0,0,0,TIMELESS
TEX11,0,0,0,0,TEX11
ATP8B1,2,2,2,0,ATP8B1
EPDR1,1,2,2,0,EPDR1
SYNPO,1,1,1,0,SYNPO
TPST1,0,0,1,0,TPST1
AJUBA,2,3,3,0,AJUBA
MADCAM1,0,0,0,0,MADCAM1
CXCR3,2,3,2,0,CXCR3
MCU,1,3,2,0,MCU
AMPH,2,3,2,0,AMPH
LOXL2,2,2,2,0,LOXL2
SAPCD2,2,2,2,0,SAPCD2
HLA-DQA1,0,0,0,0,HLA-DQA1
CCAR1,3,3,3,0,CCAR1
COL13A1,0,0,0,0,COL13A1
MTHFD1L,1,1,0,0,MTHFD1L
ZNF770,3,3,3,0,ZNF770
UHRF1,2,2,2,0,UHRF1
MYH3,1,2,2,0,MYH3
IL27,2,2,2,0,IL27
DDX60,0,0,0,0,DDX60
ANO10,1,1,0,0,ANO10
ACKR3,0,0,0,0,ACKR3
ADK,2,2,2,0,ADK
CITED4,0,0,0,0,CITED4
MGARP,2,2,0,0,MGARP
RPS6KA5,0,0,0,0,RPS6KA5
C9orf40,3,3,2,0,C9orf40
ARSA,1,2,1,0,ARSA
UPK1B,1,1,0,0,UPK1B
BGN,1,2,0,0,BGN
ATP11C,0,3,0,0,ATP11C
KIF17,2,2,2,0,KIF17
ATXN2L,3,3,2,0,ATXN2L
TRAK1,0,0,0,0,TRAK1
SLC39A10,2,2,2,0,SLC39A10
PPM1G,2,3,2,0,PPM1G
CENPQ,0,0,0,0,CENPQ
ITGA8,0,0,0,0,ITGA8
VWC2,2,2,2,0,VWC2
BAK1,2,2,2,0,BAK1
ADCY2,2,2,2,0,ADCY2
ITGAE,2,2,2,0,ITGAE
TMEM236,0,1,0,0,TMEM236
MAPK1,1,1,1,0,MAPK1
LRRIQ3,0,0,0,0,LRRIQ3
ATP8B4,2,2,1,0,ATP8B4
ETNK1,3,3,3,0,ETNK1
RBM10,3,2,2,0,RBM10
PRPF31,2,2,2,0,PRPF31
POLG2,3,3,3,0,POLG2
ZNF609,2,0,0,0,ZNF609
OSBP,0,0,0,0,OSBP
MICAL1,3,3,3,0,MICAL1
MAPKAPK5,0,0,0,0,MAPKAPK5
CALB1,1,2,2,0,CALB1
DNAJC2,2,2,1,0,DNAJC2
RNF146,0,0,1,0,RNF146
DDA1,2,2,2,0,DDA1
PPP5C,2,2,3,0,PPP5C
RPS23,0,2,0,0,RPS23
DCAF8L1,2,2,2,0,DCAF8L1
KLHDC4,1,1,0,0,KLHDC4
TIMM10B,0,0,0,0,TIMM10B
PCNT,0,0,0,0,PCNT
GPT2,2,2,0,0,GPT2
SREK1,0,0,0,0,SREK1
TRH,0,0,0,0,TRH
PDIA6,0,0,0,0,PDIA6
IQGAP1,1,0,0,0,IQGAP1
RNF111,1,2,1,0,RNF111
PLEK,0,0,0,0,PLEK
LMNA,3,3,3,0,LMNA
ADH1B,3,3,2,0,ADH1B
CRACR2A,2,2,2,0,CRACR2A
MMUT,2,2,2,0,MMUT
LTB4R,2,2,3,0,LTB4R
NCF4,2,3,2,0,NCF4
RBFOX2,2,2,0,0,RBFOX2
ARL3,1,1,0,0,ARL3
ETFDH,0,0,0,0,ETFDH
MAP2K7,1,1,1,0,MAP2K7
MYO6,1,2,2,0,MYO6
VARS,0,0,0,0,VARS
GNRHR,2,3,3,0,GNRHR
B3GNT9,0,0,0,0,B3GNT9
ATP6V1B1,0,0,0,0,ATP6V1B1
STXBP3,2,0,1,0,STXBP3
ARHGEF10L,0,0,0,0,ARHGEF10L
TTC12,0,0,0,0,TTC12
ULBP2,0,0,0,0,ULBP2
AARS1,0,0,0,0,AARS1
GPR17,0,2,1,0,GPR17
FAM107A,2,2,2,0,FAM107A
MAN2A1,0,0,0,0,MAN2A1
LMAN2L,3,3,3,0,LMAN2L
SH3GLB1,3,3,2,0,SH3GLB1
CELF4,2,0,3,0,CELF4
POC5,1,0,0,0,POC5
SLC2A14,0,0,0,0,SLC2A14
PTPN23,0,0,0,0,PTPN23
CTSF,1,0,1,0,CTSF
PSTK,2,2,1,0,PSTK
ICOS,3,3,3,0,ICOS
PCK2,1,0,0,0,PCK2
CDK11B,2,2,3,0,CDK11B
SEPHS1,2,2,1,0,SEPHS1
WWC1,1,1,1,0,WWC1
AGTR1,3,3,3,0,AGTR1
PREP,2,2,2,0,PREP
IER3,1,2,1,0,IER3
LIMA1,1,2,2,0,LIMA1
PPP1R1A,1,1,1,0,PPP1R1A
CEP350,2,2,2,0,CEP350
FAM161B,2,2,2,0,FAM161B
HBP1,1,1,2,0,HBP1
KRTAP2-2,0,0,1,0,KRTAP2-2
PARP8,0,0,0,0,PARP8
ATP1A2,1,2,1,0,ATP1A2
MAP3K14,0,0,1,0,MAP3K14
ANXA5,2,3,2,0,ANXA5
AKT1,0,0,0,0,AKT1
NCAPG2,2,2,1,0,NCAPG2
SCPEP1,2,2,2,0,SCPEP1
SLC6A18,0,2,2,0,SLC6A18
CSGALNACT2,3,3,3,0,CSGALNACT2
NOL6,2,2,2,0,NOL6
ALDH3A1,2,1,2,0,ALDH3A1
PPP4R3B,2,2,2,0,PPP4R3B
SENP3,1,2,2,0,SENP3
TRAF6,1,1,1,0,TRAF6
ZFYVE27,2,3,1,0,ZFYVE27
CCL4,3,2,2,0,CCL4
CLPB,0,0,0,0,CLPB
PRKAR1B,2,2,2,0,PRKAR1B
ANKRD13D,3,3,2,0,ANKRD13D
GJA3,0,0,0,0,GJA3
SEL1L2,2,2,1,0,SEL1L2
SORBS1,3,3,3,0,SORBS1
CYB5B,3,3,3,0,CYB5B
ARL8A,0,0,0,0,ARL8A
CDH15,1,2,1,0,CDH15
FBLN1,2,2,3,0,FBLN1
TMEM175,0,0,0,0,TMEM175
C4B,2,2,2,0,C4B
DRD5,2,2,2,0,DRD5
FBXW4,0,0,0,0,FBXW4
IPO11,1,1,1,0,IPO11
BACH2,3,2,1,0,BACH2
TES,2,3,2,0,TES
ZXDB,2,2,1,0,ZXDB
SCML2,1,0,1,0,SCML2
SERPIND1,0,0,0,0,SERPIND1
CDH9,3,3,2,0,CDH9
GAGE12B,0,0,0,0,GAGE12B
GBP4,0,0,0,0,GBP4
GIPC2,0,0,2,0,GIPC2
PHF14,0,2,2,0,PHF14
HSD11B1,0,0,0,0,HSD11B1
ARMCX5,2,3,2,0,ARMCX5
KLF2,0,0,0,0,KLF2
USP30,1,1,1,0,USP30
MBD3L1,2,2,2,0,MBD3L1
HLA-DMA,2,0,0,0,HLA-DMA
LRRK2,0,0,0,0,LRRK2
NQO2,0,1,1,0,NQO2
APOB,2,1,2,0,APOB
ARHGDIB,2,2,2,0,ARHGDIB
SLC25A46,2,0,0,0,SLC25A46
MYBPC3,1,2,1,0,MYBPC3
FAM214B,0,0,0,0,FAM214B
ZPBP2,1,1,1,0,ZPBP2
H4C11,1,2,2,0,H4C11
HARS1,2,2,2,0,HARS1
HDGFL3,0,0,0,0,HDGFL3
TTBK2,2,1,3,0,TTBK2
SUMO3,0,1,1,0,SUMO3
CHAD,2,2,2,0,CHAD
SNAPC2,2,3,2,0,SNAPC2
DCHS1,2,2,1,3,DCHS1
NIBAN3,0,0,0,0,NIBAN3
WDR61,1,2,1,0,WDR61
APPL1,2,2,3,0,APPL1
PPFIA3,3,2,2,0,PPFIA3
UBA52,2,2,2,0,UBA52
NAF1,0,0,0,0,NAF1
GAS7,3,3,3,0,GAS7
KCND3,2,3,2,0,KCND3
PALM3,2,2,1,0,PALM3
CCDC88B,0,0,0,0,CCDC88B
H2BC11,1,3,2,0,H2BC11
EXOSC4,3,3,3,0,EXOSC4
TTC26,1,0,1,1,TTC26
BLOC1S4,0,0,0,0,BLOC1S4
TCP11,0,0,0,0,TCP11
MYLPF,2,2,2,0,MYLPF
TLR4,1,2,1,0,TLR4
H2BC8,2,2,2,0,H2BC8
RXFP1,1,0,0,0,RXFP1
RBM4,2,3,2,0,RBM4
BANF1,3,2,2,0,BANF1
SHANK2,0,0,1,0,SHANK2
GLYCTK,2,3,2,0,GLYCTK
KIF23,0,1,0,0,KIF23
TNS2,0,0,0,0,TNS2
PTGES,1,0,2,0,PTGES
PEX19,0,1,1,0,PEX19
ZHX2,0,1,2,0,ZHX2
CEP104,0,0,1,0,CEP104
USP14,0,0,0,0,USP14
EWSR1,2,2,2,0,EWSR1
GDAP1,2,1,0,0,GDAP1
GCSH,1,1,1,0,GCSH
TAFA1,3,3,2,0,TAFA1
APOBEC3H,0,0,0,0,APOBEC3H
SLC35E4,0,1,0,0,SLC35E4
SGTB,0,0,0,0,SGTB
ARMH3,0,0,0,0,ARMH3
TMEM60,0,0,0,0,TMEM60
MARCKS,0,2,1,0,MARCKS
RCBTB2,2,2,2,0,RCBTB2
ANAPC7,2,2,2,0,ANAPC7
C16orf89,2,0,1,0,C16orf89
BCL11A,1,1,0,0,BCL11A
MTMR12,2,1,1,0,MTMR12
CPB2,0,0,0,0,CPB2
FGFR1,3,2,3,0,FGFR1
MEX3D,1,2,0,0,MEX3D
PLSCR3,2,1,2,0,PLSCR3
LYRM4,0,0,0,0,LYRM4
HORMAD2,1,2,1,0,HORMAD2
TSHR,0,0,0,0,TSHR
MARCKSL1,3,3,3,0,MARCKSL1
CXorf40A,1,2,2,0,CXorf40A
LRRC59,0,0,0,0,LRRC59
HASPIN,0,0,0,0,HASPIN
LDLR,1,1,2,0,LDLR
HLA-G,0,0,0,0,HLA-G
RAB35,3,3,3,0,RAB35
PET117,0,1,0,0,PET117
RBM45,0,0,0,0,RBM45
DMAC2L,2,3,2,0,DMAC2L
PRR12,3,3,3,0,PRR12
LDLRAD1,3,3,3,0,LDLRAD1
CLCC1,0,0,0,0,CLCC1
SNPH,0,0,0,0,SNPH
UBE4A,0,0,0,0,UBE4A
FGFRL1,3,1,3,0,FGFRL1
TMEM35A,2,2,2,0,TMEM35A
CHRNA1,2,2,2,0,CHRNA1
PSMC2,1,1,0,0,PSMC2
CIART,1,1,1,0,CIART
CXCR5,1,2,2,0,CXCR5
ZBTB7B,0,0,0,0,ZBTB7B
NMB,0,0,0,0,NMB
TOLLIP,1,2,2,0,TOLLIP
ORAI1,1,3,1,0,ORAI1
IFT20,0,0,0,0,IFT20
